INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID9064922	DSSTox_Substance_Id	DTXSID9064922	Nitrogen fluoride (N2F4)	F4N2	104.008	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9064924	DSSTox_Substance_Id	DTXSID9064924	Strontium nitrate	N2O6Sr	211.63	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9064926	DSSTox_Substance_Id	DTXSID9064926	Terbium chloride (TbCl3)	Cl3Tb	265.28	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9064928	DSSTox_Substance_Id	DTXSID9064928	Hydroxylammonium hydrogensulphate	H5NO5S	131.1	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9064970	DSSTox_Substance_Id	DTXSID9064970	Cobalt(II) nitrate	CoN2O6	182.941	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065025	DSSTox_Substance_Id	DTXSID9065025	Gold bromide (AuBr3)	AuBr3	436.679	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065152	DSSTox_Substance_Id	DTXSID9065152	Aluminum, compd. with zirconium (3:1)	Al3Zr	172.169	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065154	DSSTox_Substance_Id	DTXSID9065154	Iron boride (FeB)	BFe	66.66	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065231	DSSTox_Substance_Id	DTXSID9065231	Tin hydroxide (Sn(OH)4), (T-4)-	H4O4Sn	186.738	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065235	DSSTox_Substance_Id	DTXSID9065235	Molybdenum telluride (MoTe2)	MoTe2	351.15	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065237	DSSTox_Substance_Id	DTXSID9065237	Germanium selenide (GeSe2)	GeSe2	230.572	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065239	DSSTox_Substance_Id	DTXSID9065239	Titanium selenide (TiSe2)	Se2Ti	205.809	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065285	DSSTox_Substance_Id	DTXSID9065285	Bismuth sodium oxide (BiNaO3)	BiNaO3	279.967	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065316	DSSTox_Substance_Id	DTXSID9065316	Carboxyethylgermanium sesquioxide	C6H10Ge2O7	339.399	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065495	DSSTox_Substance_Id	DTXSID9065495	Titanium fluoride (TiF3)	F3Ti	104.862	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065524	DSSTox_Substance_Id	DTXSID9065524	Praseodymium bromide (PrBr3)	Br3Pr	380.62	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065526	DSSTox_Substance_Id	DTXSID9065526	Lanthanum bromide (LaBr3)	Br3La	378.617	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065601	DSSTox_Substance_Id	DTXSID9065601	Morpholinium toluene-4-sulphonate	C11H17NO4S	259.32	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065607	DSSTox_Substance_Id	DTXSID9065607	Hafnium chloride oxide (HfCl2O)	Cl2HfO	265.39	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065609	DSSTox_Substance_Id	DTXSID9065609	Europium bromide (EuBr3)	Br3Eu	391.676	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065651	DSSTox_Substance_Id	DTXSID9065651	Lead fluoroborate	B2F8H2Pb	382.8	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065653	DSSTox_Substance_Id	DTXSID9065653	Gadolinium bromide (GdBr3)	Br3Gd	396.96	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065655	DSSTox_Substance_Id	DTXSID9065655	Aluminate(1-), tetrafluoro-, sodium, (T-4)-	AlF4Na	125.9649204	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065659	DSSTox_Substance_Id	DTXSID9065659	Zirconium oxynitrate	N2O7Zr	231.231	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065732	DSSTox_Substance_Id	DTXSID9065732	Palladium, tetrakis(triphenylphosphine)-, (T-4)-	C72H60P4Pd	1155.59	1.38596e-11	744.429	408.865	390.78	1.25496e-06	3.6547	9.87477	8283.95	-2.0025	181.374	3.76498e-07	1.68077e-07
DTXSID9065780	DSSTox_Substance_Id	DTXSID9065780	Nickel, (1-butanamine)[[2,2'-(thio-.kappa.S)bis[4-(1,1,3,3-tetramethylbutyl)phenolato-.kappa.O]](2-)]-	C32H51NNiO2S	572.52	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065942	DSSTox_Substance_Id	DTXSID9065942	Cerium hydroxide (Ce(OH)3)	CeH3O3	191.137	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9065996	DSSTox_Substance_Id	DTXSID9065996	Calcium bis((Z)-N-methyl-N-(1-oxo-9-octadecenyl)aminoacetate)	C42H76CaN2O6	745.156	9.5375e-11	92.2242	5.75809	346.785	6.34748e-08	0.420704	10.4592	13920.5	0.36477	112.367	2.31601e-07	0.00194774
DTXSID9066201	DSSTox_Substance_Id	DTXSID9066201	Octanoic acid, compd. with 1-octanamine (1:1)	C16H35NO2	273.461	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9066463	DSSTox_Substance_Id	DTXSID9066463	Phosphorodithioic acid, zinc salt (1:?)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9066542	DSSTox_Substance_Id	DTXSID9066542	Aluminum, tris[(hydroxy-.kappa.O)acetato-.kappa.O]-	C6H9AlO9	252.111	1.08146e-12	4.21935	4.71857	205.865	5.37489e-09	0.0960987	6.52214	7.3753	-1.02008	42.4758	0.0200049	3.04018
DTXSID9066629	DSSTox_Substance_Id	DTXSID9066629	Decanoic acid, compd. with morpholine (1:1)	C14H29NO3	259.39	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9066671	DSSTox_Substance_Id	DTXSID9066671	Cadmium hydroxide (Cd(OH)2)	CdH2O2	146.428	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9066831	DSSTox_Substance_Id	DTXSID9066831	Aluminum arsenide (AlAs)	AlAs	101.903134	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9067061	DSSTox_Substance_Id	DTXSID9067061	Aluminum, compd. with antimony (1:1)	AlSb	148.742	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9067063	DSSTox_Substance_Id	DTXSID9067063	2-Butenoic acid, 4,4'-[(dibutylstannylene)bis(oxy)]bis[4-oxo-, diisooctyl ester, (2Z,2'Z)-	C32H56O8Sn	687.502	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9067140	DSSTox_Substance_Id	DTXSID9067140	Lanthanum nitride (LaN)	LaN	152.912	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9067223	DSSTox_Substance_Id	DTXSID9067223	Mercury, (neodecanoato-.kappa.O)phenyl-	C16H24HgO2	448.96	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9068033	DSSTox_Substance_Id	DTXSID9068033	Magnesium, dihexyl-	C12H26Mg	194.645	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9068116	DSSTox_Substance_Id	DTXSID9068116	Cyclohexanebutanoic acid, cobalt(2+) salt	C20H34CoO4	397.421	1.14363e-11	3.03136	5.35861	282.255	4.20966e-07	0.151492	7.73089	168.453	-0.316394	192.279	0.00056389	0.000791904
DTXSID9068118	DSSTox_Substance_Id	DTXSID9068118	Aluminum, bis(cyclohexanebutanoato-O)hydroxy-	C20H35AlO5	382.477	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9068328	DSSTox_Substance_Id	DTXSID9068328	1,3,5-Triazine-2,4,6-triamine, phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9069637	DSSTox_Substance_Id	DTXSID9069637	Bis((p-aminophenyl)dimethylammonium) oxalate	C18H26N4O4	362.43	2.62846e-11	6.38946	4.81814	262.912	2.75686e-07	0.127666	7.45271	62.3128	0.446275	153.724	0.0411578	0.10337
DTXSID9070113	DSSTox_Substance_Id	DTXSID9070113	Decanoic acid isopropylaminoethanol salt	C15H33NO3	275.433	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9070327	DSSTox_Substance_Id	DTXSID9070327	Docosanoic acid, compd. with morpholine (1:1)	C26H53NO3	427.714	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9070795	DSSTox_Substance_Id	DTXSID9070795	1-Propanaminium, 3,3'-[(9,10-dihydro-9,10-dioxo-1,4-anthracenediyl)diimino]bis[N,N,N-triethyl-, bis(ethyl sulfate)	C36H60N4O10S2	773.01	3.00581e-11	147.043	16.1454	345.418	3.03566e-08	0.3402	9.70267	143082.0	0.677061	161.777	4.22024e-09	5.06737e-06
DTXSID9070878	DSSTox_Substance_Id	DTXSID9070878	1-Octanethiol, gold(1+) salt	C8H17AuS	342.25	1.43855e-11	382.784	4.67281	199.077	0.011369	2.83179	4.4612	282.087	-1.15133	186.246	0.423427	2.16606e-05
DTXSID9071212	DSSTox_Substance_Id	DTXSID9071212	1-Naphthalenesulfonic acid, 2-[(1-hydroxy-2-naphthalenyl)azo]-, barium salt (2:1)	C40H26BaN4O8S2	892.12	1.66838e-11	11.2652	23.6113	366.409	4.65481e-08	0.259288	9.50213	1553.93	-0.672066	193.835	4.48647e-10	0.00913266
DTXSID9071921	DSSTox_Substance_Id	DTXSID9071921	Phosphoric acid, monoethyl ester, compd. with N,N-diethylethanamine (1:2)	C14H37N2O4P	328.434	3.96852e-11	4.52915	3.67973	298.596	3.12274e-08	0.0737539	7.59611	9.00421	0.644851	165.861	2.11151e-05	3.07322
DTXSID9072020	DSSTox_Substance_Id	DTXSID9072020	Magnesium, butyloctyl-	C12H26Mg	194.645	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9072814	DSSTox_Substance_Id	DTXSID9072814	2,7-Naphthalenedisulfonic acid, 5-amino-3-[[4-[2-[4-[(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)azo]-2-sulfophenyl]ethenyl]-3-sulfophenyl]azo]-4-hydroxy-, compd. with 2,2',2''-nitrilotris[ethanol] (1:5)	C64H101N11O32S5	1696.86	1.97365e-11	5.20675	15.6388	407.384	2.1645e-10	0.230871	9.6041	32304.2	0.819574	134.482	3.2339e-08	0.126977
DTXSID9072999	DSSTox_Substance_Id	DTXSID9072999	Aluminum, (isooctanolato)bis(2-propanolato)-	C14H31AlO3	274.381	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90858693	DSSTox_Substance_Id	DTXSID90858693	Polyoxyethylene branched-C9-alkylphenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90858754	DSSTox_Substance_Id	DTXSID90858754	Sodium iodate	INaO3	197.891	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90858779	DSSTox_Substance_Id	DTXSID90858779	Polyoxyethylene(10) nonylphenol ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90859504	DSSTox_Substance_Id	DTXSID90859504	1-Naphthalenepropanol, .alpha.-ethenyldecahydro-.alpha.,5,5,8a-tetramethyl-2-methylene-	C20H34O	290.491	1.35786e-10	1097.11	76.8184	302.511	1.49261e-06	5.3871	10.3984	1731.93	6.09903	85.659	0.000760947	0.000739452
DTXSID90859600	DSSTox_Substance_Id	DTXSID90859600	Cyclopentaneacetic acid, 3-oxo-2-(2-penten-1-yl)-, methyl ester	C13H20O3	224.3	1.15083e-10	8.56328	4.46613	262.577	2.27991e-07	0.416293	7.25235	146.628	3.08861	10.7714	0.0016102	0.00166527
DTXSID90860791	DSSTox_Substance_Id	DTXSID90860791	MDMA	C11H15NO2	193.246	1.42705e-11	7.99582	3.35627	284.993	1.1553e-09	0.124924	8.57584	227.145	2.14764	75.4381	1.05906e-05	0.0115727
DTXSID90861586	DSSTox_Substance_Id	DTXSID90861586	(+/-)-Glyceraldehyde	C3H6O3	90.078	8.25266e-12	3.66678	4.49688	226.944	4.39452e-08	0.0844472	6.91209	7.32961	-1.25345	144.768	0.000276329	6.35653
DTXSID90861642	DSSTox_Substance_Id	DTXSID90861642	Butanoic acid, 2-bromo-	C4H7BrO2	167.002	3.4405e-12	3.56016	3.56216	202.729	3.3583e-07	0.28157	4.9008	7.11636	1.41927	-3.65611	0.16405	0.415398
DTXSID90861667	DSSTox_Substance_Id	DTXSID90861667	9H-Thioxanthen-9-one, 2-chloro-	C13H7ClOS	246.71	2.54373e-12	111.728	37.3034	366.968	6.22564e-08	0.378258	8.51444	3684.15	3.47235	187.472	1.01579e-06	1.31653e-06
DTXSID90861682	DSSTox_Substance_Id	DTXSID90861682	Benzeneacetic acid, .alpha.-ethyl-	C10H12O2	164.204	1.29362e-11	3.0663	3.54608	271.039	2.00958e-07	0.100875	7.71328	59.6383	2.94633	48.3696	0.00046503	0.00578338
DTXSID90861708	DSSTox_Substance_Id	DTXSID90861708	Diphenyl (methylenedi-4,1-phenylene)biscarbamate	C27H22N2O4	438.483	1.38121e-11	523.779	3.56369	318.059	2.67408e-08	0.404299	9.68241	55535.1	5.80472	219.801	1.73611e-09	2.57524e-05
DTXSID90861723	DSSTox_Substance_Id	DTXSID90861723	1-pentanol, 2-ethyl-4-methyl-	C8H18O	130.231	1.83039e-11	14.1653	4.27624	171.247	3.54086e-05	0.0669768	4.99065	49.5719	2.90419	-54.969	0.238393	0.0080298
DTXSID90861728	DSSTox_Substance_Id	DTXSID90861728	Piperidine, 2-methyl-	C6H13N	99.177	2.5678e-11	4.7692	3.60574	120.637	7.61511e-06	0.115825	4.49081	22.991	1.23685	-24.4114	19.2961	1.20108
DTXSID90861804	DSSTox_Substance_Id	DTXSID90861804	Benzeneacetic acid, 3,7-dimethyl-6-octen-1-yl ester	C18H26O2	274.404	9.08161e-11	426.23	3.34975	326.891	2.15526e-07	0.375857	8.95399	1466.25	5.27022	18.5478	3.91085e-06	4.23698e-05
DTXSID90861809	DSSTox_Substance_Id	DTXSID90861809	7-Octen-1-ol, 3,7-dimethyl-, 1-formate	C11H20O2	184.279	8.11907e-11	46.8132	5.1545	217.851	0.000205759	1.78852	5.24105	425.859	4.18944	-62.1886	0.213308	0.000186683
DTXSID90861920	DSSTox_Substance_Id	DTXSID90861920	Trifluoroacetic anhydride	C4F6O3	210.031	2.14586e-12	2.25107	7.57475	39.5445	0.00122416	0.145417	1.5995	51.2064	1.68352	-65.0487	41.5378	0.06203
DTXSID90862053	DSSTox_Substance_Id	DTXSID90862053	Cyclohexanone, 2-methyl-5-(1-methylethyl)-	C10H18O	154.253	1.47308e-11	39.644	3.56356	206.925	0.000113327	0.0881212	4.85072	1295.86	3.14738	14.4988	0.300634	0.00477534
DTXSID90862134	DSSTox_Substance_Id	DTXSID90862134	2-Piperidineethanol, 1-methyl-	C8H17NO	143.23	3.67435e-11	3.5276	4.527	199.926	6.80233e-07	0.170248	6.40873	70.6363	1.26973	47.0181	0.0226419	2.45979
DTXSID90862194	DSSTox_Substance_Id	DTXSID90862194	Glycine, glycyl-	C4H8N2O3	132.119	3.25086e-12	3.01745	3.55659	263.66	6.83253e-10	0.101738	7.89033	31.9717	-2.91838	238.503	1.09559e-08	0.647937
DTXSID90862235	DSSTox_Substance_Id	DTXSID90862235	2-Methylcyclohexanol	C7H14O	114.188	1.76256e-11	4.82599	5.26523	164.552	7.51241e-06	0.0836667	4.92496	159.525	1.81967	25.1668	0.386262	0.0928952
DTXSID90862250	DSSTox_Substance_Id	DTXSID90862250	Heptane, 3-methyl-	C8H18	114.232	8.90119e-12	428.106	3.01282	117.969	0.371869	6.17248	3.97625	231.685	4.84157	-109.973	19.6792	7.10079e-06
DTXSID90862255	DSSTox_Substance_Id	DTXSID90862255	Angelica lactone	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90862290	DSSTox_Substance_Id	DTXSID90862290	Glycerol tribenzoate	C24H20O6	404.418	1.65482e-11	65.6957	5.70523	418.514	2.70094e-08	8.83175	11.6992	3170.48	4.04951	76.1744	5.17973e-09	6.76581e-08
DTXSID90862336	DSSTox_Substance_Id	DTXSID90862336	Tetrahydrofurfuryl propionate	C8H14O3	158.197	1.2271e-11	3.42908	4.63612	205.413	2.78727e-05	0.0751758	4.44957	60.7344	1.35682	-38.8088	0.114758	0.0467304
DTXSID90862412	DSSTox_Substance_Id	DTXSID90862412	1,4-Benzenediamine, N1-(1-methylpropyl)-N4-phenyl-	C16H20N2	240.35	1.48605e-11	325.996	3.36376	360.918	9.30257e-08	0.631711	9.18698	1030.01	3.40053	74.9319	6.14787e-08	0.000680907
DTXSID90862432	DSSTox_Substance_Id	DTXSID90862432	Benzenesulfinic acid, 4-methyl-	C7H8O2S	156.2	2.27051e-12	4.73505	4.92606	319.805	2.15433e-08	0.119619	8.69812	32.3624	1.27304	86.5017	2.97609e-06	0.0105525
DTXSID90862477	DSSTox_Substance_Id	DTXSID90862477	1,3-Dioxolan-2-one, 4-(hydroxymethyl)-	C4H6O4	118.088	3.66298e-12	3.04849	4.4398	246.793	5.53492e-09	0.161923	6.18429	8.86331	-0.903768	84.9301	0.255305	5.28436
DTXSID90862634	DSSTox_Substance_Id	DTXSID90862634	Bromobenzo(rst)phenanthro(10,1,2-cde)pentaphene-9,18-dione	C34H15BrO2	535.396	7.73614e-11	1456.78	332.835	497.168	1.63178e-08	1.63574	11.6738	73250.0	7.86328	393.009	5.9993e-11	5.36048e-08
DTXSID90862710	DSSTox_Substance_Id	DTXSID90862710	2-Butyn-1-ol, 4-(2-hydroxypropoxy)-	C7H12O3	144.17	5.89661e-11	3.09031	4.27742	255.151	4.33101e-08	0.0880811	7.4308	12.8955	-0.273023	0.779803	0.000158263	6.03938
DTXSID90862730	DSSTox_Substance_Id	DTXSID90862730	Cyclopentanone, 2-acetyl-	C7H10O2	126.155	5.36179e-12	1.54841	3.56838	200.849	1.4504e-06	0.0958797	4.30569	33.6889	0.638482	22.6102	0.27918	0.553869
DTXSID90862795	DSSTox_Substance_Id	DTXSID90862795	1,2-cyclohexanediol, 1-methyl-4-(1-methylethenyl)-	C10H18O2	170.252	8.08739e-11	3.25504	3.91583	250.925	3.12285e-07	0.110525	7.8438	113.157	2.37289	159.475	0.00581279	0.0350124
DTXSID90862972	DSSTox_Substance_Id	DTXSID90862972	2-Hexen-1-ol, 1-acetate	C8H14O2	142.198	7.59563e-11	8.50113	4.6397	166.024	0.000460972	0.245077	4.4981	64.073	2.58494	-66.8354	1.31488	0.0110772
DTXSID90862977	DSSTox_Substance_Id	DTXSID90862977	Cyclohexaneacetic acid, .alpha.-methyl-, ethyl ester	C11H20O2	184.279	1.28778e-11	80.9788	5.81974	216.142	0.000537235	0.0668535	5.85997	94.1259	3.88698	-9.19008	0.0548359	0.000213621
DTXSID90862997	DSSTox_Substance_Id	DTXSID90862997	Oxirane, 2-[[3-(triethoxysilyl)propoxy]methyl]-	C12H26O5Si	278.42	1.29866e-11	14.7503	4.22747	268.355	2.39471e-06	1.90182	7.25009	167.889	1.9348	59.54	0.0167059	0.00911088
DTXSID90863126	DSSTox_Substance_Id	DTXSID90863126	9,10-Anthracenedione, 1-amino-4-hydroxy-2-(3-hydroxybutoxy)-	C18H17NO5	327.336	1.74051e-11	61.9483	35.3569	394.189	5.37859e-10	0.205418	9.32162	431.723	1.02602	256.037	3.24784e-10	1.39481e-06
DTXSID90863146	DSSTox_Substance_Id	DTXSID90863146	Dihydro-beta-ionol	C13H24O	196.334	8.00733e-11	135.806	3.10649	275.14	6.45441e-07	0.576157	8.58457	334.362	3.98221	35.317	0.0141296	0.00228854
DTXSID90863166	DSSTox_Substance_Id	DTXSID90863166	2,4-Dimethyl-1,3-dioxolane	C5H10O2	102.133	1.85575e-11	5.90385	4.29881	101.682	4.64924e-05	0.573819	3.2618	23.6561	0.527326	-45.6726	46.6631	2.73539
DTXSID90863348	DSSTox_Substance_Id	DTXSID90863348	Phenol, 2-(1-phenylethyl)-	C14H14O	198.265	4.60373e-11	105.275	14.8771	316.702	1.97234e-07	0.261003	8.9175	2275.8	3.4979	56.2617	4.01459e-05	0.00162971
DTXSID90863449	DSSTox_Substance_Id	DTXSID90863449	Benzenepropanol, .beta.-methyl-4-(1-methylethyl)-	C13H20O	192.302	1.96175e-11	129.268	3.54227	256.491	3.89439e-06	0.310283	8.61632	294.555	3.61843	34.6713	0.00935454	0.000217216
DTXSID90863747	DSSTox_Substance_Id	DTXSID90863747	Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-methylphenyl)-3-oxo-	C34H30Cl2N6O4	657.55	8.86647e-11	77.0735	22.9535	368.071	1.13682e-08	1.94717	9.7517	103921.0	4.34268	217.035	1.06028e-09	2.14464e-07
DTXSID90863924	DSSTox_Substance_Id	DTXSID90863924	1,2,4-Butanetriol, 1,2,4-trinitrate	C4H7N3O9	241.112	5.51616e-13	9.31148	4.4818	248.259	1.95848e-06	0.713023	5.20741	298.525	1.46017	41.2152	0.000593328	0.00581974
DTXSID90863949	DSSTox_Substance_Id	DTXSID90863949	Ethanol, 2-(4-methylphenoxy)-, 1-acetate	C11H14O3	194.23	1.39855e-11	8.61411	4.47003	268.553	6.65319e-07	1.2485	6.07154	88.1802	2.78438	73.8657	0.000573689	0.00468178
DTXSID90863969	DSSTox_Substance_Id	DTXSID90863969	1-(1-Ethoxyethoxy)-2-methylpropane	C8H18O2	146.23	3.10007e-11	7.99607	4.13763	142.152	0.000595791	1.62395	3.84009	70.6995	1.76269	-79.0097	14.947	0.00475542
DTXSID90864012	DSSTox_Substance_Id	DTXSID90864012	Benzeneacetic acid, 1-ethenyl-1,5-dimethyl-4-hexen-1-yl ester	C18H24O2	272.388	1.76315e-10	226.018	3.34873	340.963	1.02206e-06	0.208441	8.52578	2874.09	5.47863	21.1169	4.2482e-05	0.000182584
DTXSID90864037	DSSTox_Substance_Id	DTXSID90864037	2,2-Bis{[(2-ethylhexanoyl)oxy]methyl}propane-1,3-diyl bis(2-ethylhexanoate)	C37H68O8	640.943	7.70761e-11	41.6016	13.0441	469.226	4.49272e-08	2.38419	11.6753	134630.0	7.9338	-5.67237	1.50254e-09	2.11745e-07
DTXSID90864077	DSSTox_Substance_Id	DTXSID90864077	4-Methylpentane-2,3-dione	C6H10O2	114.144	2.48921e-12	4.04414	4.10894	163.92	7.95891e-07	0.0872096	3.88707	23.0542	0.94755	-5.85142	2.58548	0.887656
DTXSID90864097	DSSTox_Substance_Id	DTXSID90864097	Propanoyl chloride, 2-chloro-	C3H4Cl2O	126.96	5.13484e-13	8.80024	3.51447	141.986	1.47433e-05	0.203235	3.65159	9.40106	1.07951	-2.71577	20.5515	0.279725
DTXSID90864118	DSSTox_Substance_Id	DTXSID90864118	Benzenemethanol, .alpha.-methyl-, 1-formate	C9H10O2	150.177	1.41699e-11	7.00403	4.47958	217.147	4.49625e-06	0.576651	4.43743	108.398	2.28714	-5.71665	0.0734942	0.00701166
DTXSID90864193	DSSTox_Substance_Id	DTXSID90864193	2-Ethylhept-2-enal	C9H16O	140.226	4.19365e-11	38.017	4.31552	190.529	0.000114634	1.07995	4.44416	109.245	3.17483	-6.98136	0.582373	0.0038043
DTXSID90864198	DSSTox_Substance_Id	DTXSID90864198	5-Hexyloxolan-3-yl acetate	C12H22O3	214.305	1.32184e-11	7.18443	5.70724	247.411	2.83357e-05	0.894038	6.56181	204.529	4.25135	-38.6486	0.00317133	0.00157668
DTXSID90864350	DSSTox_Substance_Id	DTXSID90864350	2,5-Dimethyl-2,5-bis(2-ethylhexanoylperoxy)hexane	C24H46O6	430.626	1.85258e-11	134.802	5.69906	411.029	2.2793e-07	5.03932	11.551	13522.6	7.62548	-18.7534	2.38228e-07	4.49854e-06
DTXSID90864355	DSSTox_Substance_Id	DTXSID90864355	2-Hexylcyclopentanone	C11H20O	168.28	1.47844e-11	58.6349	6.46528	212.029	0.000230402	0.164858	5.72133	267.722	3.7743	11.5257	0.1234	0.00122351
DTXSID90864395	DSSTox_Substance_Id	DTXSID90864395	9-Phosphabicyclo[4.2.1]nonane	C8H15P	142.182	9.03974e-12	11.7543	97.3214	193.045	0.0125477	0.404958	5.71783	2740.71	3.41972	-0.216058	0.230562	0.000285126
DTXSID90864436	DSSTox_Substance_Id	DTXSID90864436	2(1H)-Pyrimidinone, tetrahydro-1,3-bis(hydroxymethyl)-4-methoxy-5,5-dimethyl-	C9H18N2O4	218.253	1.79528e-11	1.24492	4.63857	309.496	2.64702e-10	0.129605	8.18007	34.8983	1.18767	154.372	1.41258e-08	0.162151
DTXSID90864552	DSSTox_Substance_Id	DTXSID90864552	3-Benzylidenebornan-2-one	C17H20O	240.346	1.89829e-11	543.016	27.252	334.374	1.4321e-05	0.0959748	8.20831	1914.94	6.01602	32.7688	0.000170868	4.04724e-05
DTXSID90864597	DSSTox_Substance_Id	DTXSID90864597	Pentanenitrile, 2,2'-(1,2-diazenediyl)bis[4-methoxy-2,4-dimethyl-	C16H28N4O2	308.426	2.34922e-11	9.49351	4.29114	320.847	5.6723e-06	1.69372	7.55678	478.597	3.33171	72.1433	8.63302e-05	0.000883362
DTXSID90864653	DSSTox_Substance_Id	DTXSID90864653	Butanamide, N-(5-chloro-2-methoxyphenyl)-2-[2-(2-methoxy-4-nitrophenyl)diazenyl]-3-oxo-	C18H17ClN4O6	420.81	3.33361e-11	72.8626	3.54483	360.784	7.49805e-10	0.455503	10.3533	2151.65	3.55634	174.072	4.08901e-10	0.00013665
DTXSID90864779	DSSTox_Substance_Id	DTXSID90864779	3-Buten-2-ol, 4-phenyl-	C10H12O	148.205	6.25908e-11	22.311	3.5385	228.994	5.03717e-07	0.0969438	7.60796	108.714	2.09165	-1.11074	0.0129911	0.0448642
DTXSID90865009	DSSTox_Substance_Id	DTXSID90865009	3-Cyclohexene-1-carbonitrile, 4-(4-methyl-3-penten-1-yl)-	C13H19N	189.302	1.92413e-10	177.265	3.5407	257.825	3.2945e-05	2.6755	6.9077	575.552	2.75708	7.20604	0.118421	0.000534018
DTXSID90865029	DSSTox_Substance_Id	DTXSID90865029	3-Buten-2-ol, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, 2-acetate	C15H24O2	236.355	1.27177e-10	92.6662	4.47693	291.511	5.87333e-05	0.955988	7.57162	225.3	4.62802	6.70941	0.0169888	4.11733e-06
DTXSID90865140	DSSTox_Substance_Id	DTXSID90865140	2H-Pyran, 2-butyltetrahydro-6-methyl-4-methylene-	C11H20O	168.28	8.3058e-11	45.5426	3.35803	203.022	0.000527704	2.427	5.07697	180.37	4.80406	-35.263	0.210273	0.0062517
DTXSID90865201	DSSTox_Substance_Id	DTXSID90865201	7-Octen-2-ol, 2,6-dimethyl-, 2-formate	C11H20O2	184.279	8.17858e-11	44.3763	4.96827	218.677	0.00120485	2.97443	4.97093	360.248	3.84758	-69.5737	0.16396	0.000176753
